Unnamed: 0,Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name
21527,408,34,Perfect suit for mom on the go!,"After trying several one piece options i decided to buy this gorgeous tankini. i love the fit - bottoms stay put while running around the beach with my girls, but still stylish. the top is a perfect fit- little lining and halter adjustable tie is flattering on a smaller chest. the material is high quality and i will be living in this all summer long. there is about a two inch gap between the top and bottom.",5,1,1,Initmates,Intimate,Swim
21530,529,22,Perfect summer comfy short!,"These shorts are super soft and comfortable. i am normally a size 27 or a 2 in shorts. i got a size 26 in these shorts and they are still large. i exchanged them for a 25 and they fit perfectly. so these run 1-2 sizes large. other than sizing, these shorts are perfectly comfortable and functional.",5,1,4,General,Bottoms,Shorts
21532,665,43,So worth it!,"Got these on sale...absolutely love eberjey! fabric is super soft and easy to wash. more ""normal"" than other eberjey styles (not lingerie). i'm 5'6"", 125 lbs and small fit well. i am small busted and there is definitely extra room but doesn't make it fit weird at all. highly recommend!",5,1,0,General,Tops,Dresses
21660,75,28,So fun!,"I tried on this romper when it was still full price and loved it, but wasn't sure i wanted to splurge at the time. at the new sale price this romper is definitely worth it for the quality and style. i am 5'2''/103lbs and the xs fits pretty well, but truthfully an xxs would have been better if it existed. the top part of the romper (above the waist) is a bit long--- the waistband hits maybe an inch or 2 below my natural waist, but perhaps this can be tailored. overall very happy with this purchas",5,1,1,General,Bottoms,Shorts
21687,190,28,So comfy! great for pajamas or super casual,"I love these! they are cute enough to wear out, and they are really comfortable. i ordered a small and at 5'3"" they are a little long but they shrunk in the wash and they're still totally wearable",4,1,0,General Petite,Intimate,Lounge
21693,51,26,Love the cut and lace strip on the back.,"I purchased this shirt and was hoping to be able to wear it without a tank underneath (because of the lace detailing on the back). however, this shirt is a bit see-through, so i still had to wear a tank with it. it's very cute even with the tank though!",5,1,0,Initmates,Intimate,Layering
21738,600,46,Boys and arrows high-neck top,"I love boys and arrows, but this top is really best suited to smaller size chests because there's no adjustable ties or straps or reinforcements for support. also, the fabric is super soft, which is great for feel but not so much for fit if you require a little boost! for my 32d's i chose a different design.",4,1,0,Initmates,Intimate,Swim
21760,608,27,Great little slip or even summer dress,"Great quality, flattering cut- could even be used as a little day dress for warm weather! love the detail of the buttons on the back and the delicacy of the straps.",5,1,3,Initmates,Intimate,Layering
21777,539,45,Great fitted tee,Great fitted tee. nice styling. hard to find tees that are fitted-- they seem to make most of them these days like boxes i suppose because it's easier to make. this looks great and feels good. true to size. loving it!,5,1,5,General Petite,Intimate,Lounge
21810,354,39,Stays put,Classic design with nice details. stays in place for those active bikini wearers.,4,1,0,Initmates,Intimate,Swim
21836,962,54,Cutest jacket ever,"I tried this on twice in nyc and loved this jacket. it is so much cuter in person. my only concern is whether the mesh fabric will hold up over time and at this price point it needs to last more than one season. it has adorable embroidery on it, the colors are vibrant. you need to see this in person.",5,1,4,General,Jackets,Jackets
21877,1203,30,Love it!,Perfect fit and i've gotten so many compliments. i buy all my suits from here now!,5,1,0,Initmates,Intimate,Layering
21889,41,34,Everyday tights,These tights are perfect. they seem like they will last a couple seasons with minimal wear. just the slightest texture and not shiny. i got the beige/brown to layer with dresses/skirts and boots. love.,5,1,0,Initmates,Intimate,Legwear
21910,587,32,Interesting fit,"I really looked forward to receiving this piece, it was however extremely difficult to get on and off. you have to step into it and it is very narrow. it is difficult to get your arms in and i had to have my husband's help getting it off. i am 5'9"" 135 pounds. i have a fit figure. i ordered a medium, i wear a small or x-small for a top and an 8 in shorts or pants. once it was on i was not thrilled with the extra material around the hips and tummy area. it is not terribly becoming, it bunches up",4,1,0,General,Bottoms,Shorts
21930,171,33,Lovely cami,"Love this top! i'm 5'7, 145 pounds, athletic build, and the medium falls slightly loosely and very nicely over my hips. it is quite low cut, so i wear a tank under it in a professional environment, but it's fine to wear sans tank top in a more casual setting. i really love the back, as the straps are sexy and show off my shoulders. the material seems to be good quality, and i would order this in more colors if it were available!",5,1,0,Initmates,Intimate,Layering
21934,915,48,I'll be wearing this one a lot,"Look carefully at the pics of the back. if this style and the color suit you, just go ahead and order this one. it looks just like the pics, and is light, comfortable and true to size. the kind of top you can throw on when you are in a hurry and look great. however, because the back is sheer from halfway down, maybe not for work if you work in an office. moth is one of my favorite brands at retailer and this one is easy-peasy. i am 5'3"", 34c/28/38 and ordered the regular s.",5,1,4,General,Tops,Fine gauge
21956,567,41,Love it!,"It is polyester but seems good quality. looks like a girls nightgown with the pattern combined with the baby doll dress silhouette and the overall width of the dress. i usually wear a small but, to look like it does on the model, 6-8 inches would have to go in the width.",3,0,0,General,Trend,Trend
22084,582,27,Classic,Great romper i personally would not wear it for ever day - i will be wearing it for a beach cover up while on vacation. for reference i ordered a m and am 130 34b.,4,1,0,General,Bottoms,Shorts
22097,169,30,Love it!,"I bought the black leggings and love how warm and comfy they are. i wore them with a tunic and boots to work, and people were surprised that they were leggings. the ribbing makes them nicer than plain black leggings. i want another pair, especially for the price!",5,1,0,Initmates,Intimate,Legwear
22153,530,35,Love these shorts!,These are super comfy and a great fitting everyday short. the embroidery gives them a nice touch. i am ordering another pair!,5,1,0,General,Bottoms,Shorts
22207,527,60,Pretty bathing suit,"Cute bright colored suit a little more orange than pink i prefer pink but the fit didn't quite work for me 

 the bottoms were a little too big and the top although was fairly well proportioned just didn't look right altogether 

 purchase the extra smalls in both  and have since returned 

 i do love the suits that retailer has been offering would just love to be able to try them on in the store
 nice quality good colors",4,1,1,Initmates,Intimate,Swim
22216,784,33,Best tights!,These are the best tights! last year i bought these and they went back to regular waistband. this year the best waistband tights are best!,5,1,1,Initmates,Intimate,Legwear
22217,717,25,Comfort and style,The color of these shorts is even more beautiful and vibrant in real life. the detail is wonderful and they are so comfortable!,5,1,0,General,Bottoms,Shorts
